State,Caste,Religion,Groom_Age,Bride_Age,Groom_Education_Yrs,Bride_Education_Yrs,Groom_Income_Monthly,Bride_Income_Monthly,Occupation,Marriage_Type,Area,Family_Type,Dowry_Amount_INR
Gujarat,General,Muslim,34,20,16,17,28980,75788,Business,Arranged,Rural,Nuclear,437455
Haryana,SC,Sikh,23,20,20,15,105023,70972,Business,Arranged,Rural,Joint,1416275
Tamil Nadu,OBC,Christian,31,29,18,8,36199,57409,Govt Job,Arranged,Rural,Joint,611830
Bihar,ST,Christian,22,18,10,12,28710,55607,Business,Arranged,Rural,Joint,309152
Bihar,ST,Sikh,24,28,11,20,25763,40328,Business,Love,Urban,Nuclear,54233
Gujarat,SC,Muslim,26,22,10,20,103143,45252,Private Job,Arranged,Urban,Joint,878415
Maharashtra,SC,Christian,28,25,15,14,34838,53398,Farmer,Love,Urban,Nuclear,38353
Uttar Pradesh,SC,Hindu,29,24,12,14,111328,23009,Farmer,Love,Urban,Nuclear,375738
Uttar Pradesh,ST,Sikh,22,25,10,14,13257,68342,Farmer,Arranged,Urban,Nuclear,109462
Bihar,OBC,Muslim,25,20,14,19,71639,62235,Unemployed,Arranged,Rural,Joint,497607
Gujarat,General,Hindu,35,21,16,13,21074,32400,Unemployed,Love,Urban,Nuclear,65831
Rajasthan,SC,Muslim,31,19,19,11,96889,78553,Govt Job,Arranged,Urban,Nuclear,1256073
Karnataka,ST,Hindu,21,20,16,17,135584,42327,Unemployed,Arranged,Rural,Nuclear,649669
Karnataka,OBC,Christian,32,30,18,20,57737,23605,Unemployed,Arranged,Urban,Nuclear,366809
Gujarat,General,Christian,32,18,10,11,57317,76009,Unemployed,Love,Rural,Joint,185761
Bihar,General,Christian,23,23,10,9,74347,11202,Business,Love,Urban,Nuclear,448279
Gujarat,OBC,Hindu,25,29,17,18,118975,21281,Govt Job,Love,Urban,Nuclear,741821
Punjab,SC,Hindu,27,18,19,12,134849,20079,Govt Job,Arranged,Rural,Nuclear,2068080
Uttar Pradesh,SC,Muslim,23,23,19,17,108007,28270,Private Job,Arranged,Urban,Nuclear,973256
Bihar,ST,Hindu,24,21,12,18,124315,65503,Private Job,Love,Rural,Joint,335267
Punjab,SC,Hindu,22,20,11,8,128760,33138,Business,Love,Rural,Nuclear,671147
Punjab,General,Christian,31,27,20,18,76073,30593,Private Job,Love,Urban,Nuclear,454351
Bihar,SC,Sikh,22,28,13,13,61300,38487,Govt Job,Love,Rural,Joint,285892
Rajasthan,ST,Christian,28,26,10,17,45042,57174,Govt Job,Love,Urban,Nuclear,203924
Gujarat,ST,Hindu,31,27,20,11,74814,36644,Business,Love,Urban,Nuclear,197460
Maharashtra,SC,Muslim,33,19,18,19,31335,27849,Govt Job,Love,Urban,Joint,223855
Haryana,OBC,Christian,31,27,20,13,21432,45763,Private Job,Love,Rural,Joint,79889
Punjab,SC,Christian,27,24,12,13,75563,29857,Private Job,Arranged,Rural,Joint,806837
Kerala,OBC,Christian,28,29,16,19,33378,48300,Govt Job,Arranged,Rural,Nuclear,597384
Rajasthan,ST,Christian,28,20,12,9,41476,22081,Business,Love,Rural,Joint,184414
Kerala,General,Christian,29,28,14,12,135942,44787,Private Job,Arranged,Urban,Joint,2154292
Bihar,OBC,Muslim,22,18,11,14,17144,12508,Farmer,Love,Rural,Joint,87100
Rajasthan,SC,Hindu,29,25,20,20,41100,11370,Farmer,Arranged,Urban,Nuclear,264693
Tamil Nadu,General,Sikh,28,23,15,18,34338,66019,Govt Job,Love,Urban,Nuclear,280313
Gujarat,SC,Hindu,34,20,20,18,69683,74523,Business,Arranged,Rural,Nuclear,710844
Uttar Pradesh,SC,Muslim,21,18,19,19,75582,11027,Govt Job,Love,Urban,Joint,372830
Maharashtra,ST,Hindu,35,20,11,12,140277,3427,Unemployed,Arranged,Urban,Joint,640634
Bihar,ST,Muslim,25,22,15,8,132183,10052,Business,Arranged,Rural,Joint,1242700
Bihar,SC,Christian,29,18,11,9,103313,73297,Govt Job,Arranged,Urban,Joint,1317999
Kerala,OBC,Muslim,30,26,14,10,116811,50147,Unemployed,Arranged,Urban,Joint,876402
Bihar,General,Christian,21,23,14,17,54474,75379,Unemployed,Arranged,Urban,Joint,457176
Gujarat,OBC,Sikh,27,23,11,12,145780,61761,Govt Job,Arranged,Rural,Joint,2406339
Haryana,General,Muslim,27,22,11,11,57343,56360,Farmer,Arranged,Urban,Joint,689079
Tamil Nadu,General,Sikh,28,24,16,19,11974,42649,Govt Job,Love,Urban,Joint,132528
Uttar Pradesh,ST,Muslim,21,19,12,12,41701,31944,Farmer,Arranged,Urban,Joint,261504
Uttar Pradesh,SC,Muslim,29,22,16,17,78939,24697,Business,Arranged,Rural,Joint,932398
Kerala,OBC,Hindu,34,21,11,12,42278,13395,Unemployed,Arranged,Urban,Nuclear,280078
Maharashtra,General,Christian,31,23,12,9,32887,27467,Business,Love,Urban,Nuclear,63480
Punjab,SC,Hindu,30,25,19,14,75609,59532,Business,Arranged,Rural,Nuclear,1016529
Rajasthan,General,Hindu,31,18,19,12,109663,24093,Unemployed,Love,Urban,Joint,356726
Tamil Nadu,ST,Hindu,25,24,17,14,146053,11804,Private Job,Love,Rural,Nuclear,324414
Maharashtra,General,Hindu,23,19,19,14,35986,31625,Farmer,Love,Rural,Joint,119489
Kerala,General,Muslim,29,24,10,13,84748,32646,Private Job,Love,Rural,Joint,666588
Haryana,SC,Hindu,28,19,15,12,113834,62732,Business,Love,Rural,Joint,588495
Gujarat,General,Christian,31,25,12,20,108371,71332,Business,Arranged,Urban,Nuclear,1868017
Gujarat,General,Christian,23,22,18,8,99263,3352,Business,Love,Rural,Joint,638484
Maharashtra,ST,Muslim,27,28,12,12,114129,54557,Private Job,Love,Rural,Nuclear,215046
Maharashtra,OBC,Hindu,34,24,17,17,130928,12022,Govt Job,Arranged,Rural,Joint,2151799
Maharashtra,OBC,Christian,22,21,10,10,35057,61374,Private Job,Arranged,Rural,Nuclear,372346
Bihar,ST,Sikh,21,30,11,12,36408,46980,Farmer,Arranged,Rural,Joint,209376
Bihar,SC,Sikh,27,30,14,8,124637,31348,Govt Job,Arranged,Rural,Joint,1583389
Kerala,OBC,Christian,31,26,16,13,97853,69543,Unemployed,Love,Rural,Nuclear,323211
Bihar,SC,Sikh,23,18,15,8,56266,22522,Govt Job,Arranged,Urban,Joint,709885
Bihar,General,Sikh,31,24,11,11,95071,20680,Farmer,Arranged,Urban,Joint,1049130
Kerala,OBC,Muslim,33,21,20,19,47049,68500,Private Job,Love,Rural,Joint,272727
Karnataka,ST,Sikh,27,28,13,8,100691,24253,Unemployed,Love,Urban,Joint,71692
Haryana,ST,Christian,23,23,15,13,134646,63090,Private Job,Arranged,Rural,Nuclear,1028508
Rajasthan,General,Hindu,31,19,10,10,16079,33718,Private Job,Arranged,Rural,Nuclear,245986
Tamil Nadu,General,Hindu,23,27,11,20,29980,50027,Business,Love,Rural,Nuclear,228015
Tamil Nadu,SC,Muslim,27,23,16,16,62561,50352,Unemployed,Love,Rural,Joint,124754
Uttar Pradesh,OBC,Muslim,34,24,12,9,115768,76732,Farmer,Arranged,Urban,Joint,1076330
Kerala,General,Muslim,30,22,10,10,86145,13541,Govt Job,Arranged,Urban,Nuclear,1980397
Punjab,SC,Muslim,28,23,17,20,129507,8358,Business,Arranged,Rural,Joint,1704125
Punjab,OBC,Christian,21,26,12,12,61743,19805,Business,Arranged,Urban,Nuclear,979715
Maharashtra,General,Hindu,32,26,10,13,37420,31612,Govt Job,Arranged,Urban,Nuclear,692738
Punjab,ST,Christian,23,25,18,15,73105,38414,Farmer,Arranged,Rural,Joint,585290
Haryana,General,Sikh,28,26,10,20,125194,59871,Farmer,Love,Urban,Joint,774454
Bihar,OBC,Muslim,27,18,20,12,70440,74339,Business,Arranged,Urban,Nuclear,986320
Haryana,General,Sikh,24,25,13,9,62432,38725,Unemployed,Love,Urban,Nuclear,271569
Haryana,ST,Hindu,32,18,16,18,83094,51207,Private Job,Love,Urban,Nuclear,183492
Maharashtra,ST,Sikh,25,19,12,12,96622,30770,Unemployed,Arranged,Urban,Joint,438784
Maharashtra,OBC,Sikh,34,22,20,9,68544,74200,Private Job,Love,Rural,Nuclear,261396
Karnataka,General,Sikh,29,30,14,15,22063,53814,Business,Love,Urban,Joint,164513
Uttar Pradesh,General,Muslim,29,20,19,19,121961,47099,Business,Arranged,Rural,Nuclear,2048753
Maharashtra,ST,Muslim,24,18,14,18,123560,47230,Farmer,Love,Urban,Nuclear,377391
Punjab,OBC,Sikh,30,27,11,18,25357,32480,Govt Job,Arranged,Rural,Nuclear,458346
Haryana,General,Sikh,21,28,10,15,136636,7611,Govt Job,Arranged,Rural,Joint,3228662
Kerala,SC,Muslim,26,27,15,17,75589,51448,Govt Job,Love,Rural,Nuclear,448629
Gujarat,ST,Hindu,30,23,19,18,139966,23363,Business,Arranged,Rural,Nuclear,1265775
Punjab,OBC,Christian,31,24,18,8,50392,50160,Business,Arranged,Rural,Nuclear,855534
Kerala,OBC,Christian,35,30,16,19,111254,56219,Private Job,Arranged,Urban,Nuclear,1426269
Bihar,OBC,Christian,27,25,16,18,117467,6344,Farmer,Arranged,Urban,Joint,1162218
Tamil Nadu,General,Sikh,28,29,12,15,35638,18673,Farmer,Love,Urban,Nuclear,163653
Rajasthan,General,Christian,26,26,20,12,26973,38589,Unemployed,Arranged,Urban,Joint,222451
Uttar Pradesh,SC,Sikh,24,24,18,18,65033,12104,Unemployed,Love,Urban,Joint,136892
Haryana,OBC,Christian,27,18,12,12,22280,61568,Private Job,Arranged,Urban,Joint,333995
Karnataka,ST,Hindu,27,27,20,8,107161,35099,Govt Job,Love,Urban,Nuclear,496251
Karnataka,SC,Christian,28,20,18,13,84975,67686,Farmer,Arranged,Urban,Joint,597527
Bihar,SC,Sikh,22,29,15,9,77931,22279,Govt Job,Love,Rural,Joint,440886
Karnataka,General,Muslim,32,22,12,11,122860,76759,Farmer,Love,Rural,Joint,515667
Karnataka,General,Sikh,25,25,14,20,103672,38619,Business,Love,Rural,Joint,730215
Rajasthan,SC,Sikh,26,28,17,18,91972,16340,Govt Job,Love,Urban,Joint,500044
Gujarat,ST,Hindu,31,24,19,12,75878,10784,Govt Job,Love,Rural,Joint,223121
Punjab,ST,Muslim,33,24,10,13,22588,61453,Farmer,Arranged,Rural,Joint,175414
Maharashtra,General,Sikh,32,30,14,18,88635,35622,Private Job,Love,Urban,Nuclear,437477
Kerala,General,Christian,22,24,20,16,48637,35872,Farmer,Love,Urban,Nuclear,235207
Maharashtra,General,Christian,23,30,20,16,122643,48426,Farmer,Arranged,Urban,Nuclear,1502465
Haryana,SC,Sikh,34,18,13,19,146557,58183,Govt Job,Arranged,Urban,Joint,2209638
Tamil Nadu,SC,Hindu,35,18,14,20,91512,8585,Farmer,Love,Rural,Nuclear,239707
Gujarat,OBC,Muslim,35,30,18,10,12280,44754,Unemployed,Arranged,Urban,Nuclear,84832
Maharashtra,SC,Sikh,31,22,18,19,109616,8318,Farmer,Arranged,Urban,Joint,872841
Karnataka,SC,Sikh,23,30,10,16,44628,8068,Private Job,Love,Rural,Joint,144652
Bihar,ST,Sikh,35,23,15,17,18964,17438,Farmer,Arranged,Rural,Joint,177791
Kerala,ST,Hindu,33,19,17,19,70339,30575,Business,Arranged,Urban,Nuclear,794650
Gujarat,SC,Sikh,24,26,10,10,28703,6882,Farmer,Love,Rural,Joint,-21079
Tamil Nadu,OBC,Hindu,32,24,13,17,83091,69576,Unemployed,Love,Rural,Nuclear,192886
Gujarat,ST,Christian,31,29,11,11,130462,51395,Business,Arranged,Rural,Nuclear,1159112
Karnataka,SC,Christian,30,20,20,17,73889,72834,Farmer,Arranged,Urban,Nuclear,589218
Punjab,ST,Hindu,34,21,20,12,86228,53050,Farmer,Arranged,Rural,Nuclear,520642
Bihar,General,Muslim,24,29,14,17,143293,45969,Private Job,Arranged,Urban,Joint,1990259
Kerala,ST,Christian,22,26,18,8,115023,10058,Private Job,Love,Urban,Nuclear,413028
Tamil Nadu,General,Hindu,27,28,20,15,117768,66756,Govt Job,Love,Urban,Nuclear,926034
Maharashtra,SC,Muslim,34,22,18,13,29000,28077,Unemployed,Love,Rural,Nuclear,118238
Maharashtra,OBC,Hindu,23,29,19,8,12637,31812,Private Job,Love,Rural,Nuclear,172785
Tamil Nadu,OBC,Sikh,29,30,10,9,97659,78862,Unemployed,Arranged,Rural,Nuclear,688086
Karnataka,OBC,Christian,30,21,16,8,51933,64068,Unemployed,Love,Urban,Nuclear,184543
Maharashtra,OBC,Muslim,27,30,15,15,98808,73329,Unemployed,Love,Urban,Nuclear,267387
Karnataka,ST,Christian,35,29,10,16,144995,47040,Govt Job,Love,Urban,Nuclear,601902
Punjab,SC,Sikh,30,21,18,16,94388,54306,Farmer,Arranged,Rural,Nuclear,842692
Karnataka,OBC,Muslim,33,23,19,14,83424,54618,Unemployed,Love,Urban,Joint,178933
Punjab,OBC,Sikh,27,21,14,17,75107,48079,Govt Job,Arranged,Urban,Nuclear,1452767
Karnataka,ST,Hindu,31,19,17,13,119343,18008,Farmer,Love,Rural,Joint,233216
Kerala,SC,Sikh,28,24,15,15,68500,6408,Business,Arranged,Urban,Nuclear,904516
Uttar Pradesh,SC,Hindu,21,21,20,10,68523,53690,Farmer,Love,Urban,Nuclear,125447
Tamil Nadu,OBC,Muslim,32,27,12,15,135090,9931,Unemployed,Arranged,Urban,Joint,901139
Karnataka,ST,Christian,34,26,12,13,37696,54141,Private Job,Arranged,Rural,Joint,262055
Maharashtra,SC,Hindu,26,28,11,11,57809,44210,Farmer,Love,Rural,Joint,184242
Punjab,ST,Hindu,26,30,14,14,55080,54768,Business,Love,Urban,Joint,214482
Gujarat,ST,Muslim,26,23,13,17,51656,26645,Business,Arranged,Rural,Nuclear,623912
Kerala,OBC,Muslim,32,30,13,17,73945,41838,Govt Job,Love,Rural,Nuclear,653650
Kerala,General,Hindu,31,28,14,9,66228,51392,Private Job,Love,Rural,Joint,351035
Bihar,OBC,Hindu,29,24,14,10,110508,53613,Farmer,Arranged,Rural,Nuclear,1105672
Haryana,General,Sikh,34,21,13,15,112327,27481,Govt Job,Love,Rural,Joint,1020980
Bihar,SC,Muslim,33,29,19,12,16694,14420,Business,Arranged,Rural,Nuclear,133744
Karnataka,General,Christian,30,24,18,17,87984,21538,Business,Arranged,Rural,Joint,1419925
Rajasthan,ST,Sikh,27,30,16,8,48678,41234,Private Job,Love,Rural,Joint,157909
Kerala,OBC,Muslim,30,30,14,12,133495,8526,Farmer,Arranged,Rural,Joint,1551851
Karnataka,SC,Sikh,33,26,11,10,92342,45891,Farmer,Arranged,Urban,Joint,754807
Kerala,OBC,Christian,21,28,14,17,41669,73537,Govt Job,Love,Urban,Nuclear,379707
Uttar Pradesh,General,Hindu,27,30,12,14,127541,54356,Business,Arranged,Rural,Nuclear,2224138
Karnataka,OBC,Hindu,29,19,14,16,21189,57803,Private Job,Love,Rural,Joint,50612
Uttar Pradesh,OBC,Muslim,35,18,16,18,37317,49131,Business,Arranged,Urban,Nuclear,557401
Karnataka,ST,Sikh,35,19,20,12,55927,37481,Govt Job,Love,Rural,Nuclear,266516
Gujarat,ST,Christian,34,18,18,18,140638,3649,Business,Arranged,Urban,Nuclear,1256096
Gujarat,OBC,Hindu,21,18,19,18,99914,29260,Private Job,Love,Rural,Nuclear,401033
Punjab,ST,Hindu,29,21,13,20,17648,47252,Unemployed,Arranged,Urban,Joint,169421
Karnataka,ST,Muslim,33,20,10,14,51058,22619,Unemployed,Arranged,Rural,Nuclear,225818
Tamil Nadu,ST,Sikh,34,21,20,13,55355,37720,Govt Job,Love,Rural,Joint,264289
Tamil Nadu,General,Hindu,29,19,19,9,12903,76834,Farmer,Arranged,Urban,Nuclear,109861
Punjab,OBC,Sikh,21,23,16,12,31432,77666,Unemployed,Arranged,Rural,Nuclear,187977
Kerala,OBC,Muslim,31,25,16,10,36105,75218,Farmer,Arranged,Rural,Nuclear,400454
Karnataka,General,Sikh,24,30,20,10,55876,39022,Unemployed,Arranged,Rural,Nuclear,429631
Bihar,OBC,Sikh,27,25,10,18,56573,7315,Farmer,Arranged,Urban,Joint,506861
Maharashtra,OBC,Muslim,24,29,15,14,53578,74502,Business,Arranged,Urban,Joint,765673
Uttar Pradesh,ST,Muslim,32,19,20,18,12856,42552,Farmer,Love,Rural,Nuclear,-52028
Punjab,General,Hindu,27,25,17,17,39742,52618,Unemployed,Arranged,Urban,Joint,315982
Uttar Pradesh,SC,Hindu,27,29,15,9,97309,1431,Farmer,Love,Urban,Nuclear,331311
Gujarat,ST,Sikh,21,27,15,13,10865,76511,Govt Job,Love,Urban,Nuclear,75822
Kerala,General,Hindu,21,26,13,14,94599,65723,Unemployed,Love,Urban,Joint,334584
Haryana,General,Christian,29,21,13,13,30310,23217,Business,Love,Urban,Joint,194986
Uttar Pradesh,General,Hindu,26,22,16,11,113598,70040,Govt Job,Love,Rural,Nuclear,834694
Gujarat,ST,Sikh,25,27,18,12,24637,22576,Govt Job,Love,Urban,Joint,84811
Tamil Nadu,General,Muslim,27,28,16,9,63484,56532,Unemployed,Arranged,Urban,Nuclear,527401
Uttar Pradesh,ST,Muslim,32,29,20,13,42054,64002,Private Job,Love,Urban,Nuclear,164163
Haryana,ST,Sikh,34,26,19,16,39847,54964,Govt Job,Love,Urban,Nuclear,176002
Rajasthan,ST,Sikh,25,28,20,13,82608,63716,Unemployed,Arranged,Urban,Nuclear,289278
Bihar,SC,Hindu,21,24,15,13,124242,17943,Private Job,Love,Rural,Nuclear,435814
Tamil Nadu,OBC,Sikh,29,20,11,15,118108,59148,Farmer,Love,Rural,Joint,426530
Gujarat,ST,Christian,33,26,16,14,53607,71328,Govt Job,Arranged,Urban,Joint,536960
Haryana,ST,Sikh,26,22,16,13,64557,43248,Private Job,Love,Urban,Nuclear,283175
Punjab,OBC,Christian,28,20,20,10,129602,60272,Farmer,Arranged,Urban,Nuclear,1581027
Karnataka,SC,Muslim,21,30,15,16,127694,7013,Private Job,Arranged,Rural,Joint,1093297
Gujarat,General,Sikh,34,25,16,10,93734,76075,Unemployed,Love,Urban,Nuclear,228854
Uttar Pradesh,General,Christian,32,19,14,14,10550,64122,Business,Arranged,Rural,Nuclear,188864
Haryana,OBC,Muslim,29,19,20,9,98823,68035,Business,Arranged,Urban,Nuclear,1748935
Rajasthan,OBC,Muslim,28,27,15,9,105219,60004,Private Job,Love,Urban,Joint,444181
Tamil Nadu,OBC,Muslim,28,27,13,19,52618,45897,Business,Arranged,Urban,Joint,819993
Tamil Nadu,ST,Hindu,31,22,18,14,126932,67487,Unemployed,Love,Rural,Nuclear,277883
Bihar,SC,Hindu,26,20,10,15,16997,76730,Farmer,Arranged,Urban,Joint,213213
Karnataka,SC,Christian,26,23,14,9,34401,50094,Business,Arranged,Urban,Nuclear,395393
Rajasthan,OBC,Hindu,30,30,16,20,99369,16520,Unemployed,Arranged,Urban,Nuclear,685204
Uttar Pradesh,ST,Sikh,22,29,15,17,68844,79121,Unemployed,Arranged,Urban,Joint,359854
Punjab,ST,Muslim,27,20,16,9,123185,65909,Govt Job,Arranged,Urban,Joint,1574500
Gujarat,General,Christian,30,18,11,11,114740,28295,Private Job,Love,Rural,Nuclear,571586
Maharashtra,OBC,Muslim,33,22,16,18,123382,42741,Govt Job,Love,Urban,Nuclear,791894
Tamil Nadu,General,Muslim,34,25,15,15,17416,54097,Private Job,Love,Urban,Joint,102490
Karnataka,General,Muslim,32,29,19,10,13468,69632,Business,Arranged,Urban,Nuclear,163081
Kerala,SC,Hindu,30,29,10,16,139554,2366,Unemployed,Love,Rural,Joint,334465
Kerala,ST,Christian,35,20,16,8,39047,25139,Govt Job,Arranged,Rural,Nuclear,546819
Maharashtra,OBC,Sikh,35,28,14,17,121991,56565,Farmer,Arranged,Rural,Nuclear,1098148
Punjab,OBC,Hindu,23,30,18,15,128749,31712,Govt Job,Arranged,Urban,Nuclear,2625954
Bihar,OBC,Hindu,22,19,15,12,46958,19755,Farmer,Love,Rural,Nuclear,242072
Gujarat,OBC,Christian,21,29,19,10,144884,77275,Private Job,Arranged,Rural,Joint,1570735
Karnataka,ST,Sikh,31,25,19,15,69445,58289,Business,Arranged,Urban,Nuclear,659119
Karnataka,SC,Hindu,22,21,15,18,126572,22705,Unemployed,Love,Rural,Joint,258364
Uttar Pradesh,General,Hindu,31,18,15,13,82738,30419,Farmer,Love,Rural,Joint,448713
Gujarat,General,Hindu,34,30,15,9,68310,11410,Unemployed,Arranged,Rural,Joint,581952
Karnataka,SC,Muslim,32,26,19,11,84535,60762,Farmer,Arranged,Rural,Nuclear,576689
Kerala,General,Muslim,34,18,19,12,58272,17073,Farmer,Love,Rural,Nuclear,356618
Punjab,OBC,Hindu,22,23,10,11,38656,45790,Private Job,Love,Rural,Joint,193822
Kerala,ST,Hindu,34,26,20,11,34045,44115,Govt Job,Love,Urban,Nuclear,175728
Tamil Nadu,OBC,Christian,26,20,19,8,49098,18628,Private Job,Arranged,Rural,Joint,503669
Gujarat,General,Sikh,33,29,20,14,34090,31953,Private Job,Love,Rural,Joint,264674
Gujarat,OBC,Muslim,31,22,12,9,103503,8344,Govt Job,Love,Rural,Nuclear,735122
Karnataka,General,Hindu,35,25,19,8,77289,12426,Govt Job,Love,Rural,Nuclear,565865
Tamil Nadu,General,Hindu,31,29,13,9,147624,46162,Business,Arranged,Rural,Nuclear,2428115
Bihar,ST,Muslim,30,28,10,15,76799,29579,Business,Arranged,Rural,Nuclear,679587
Uttar Pradesh,OBC,Sikh,24,20,15,13,87175,42143,Unemployed,Arranged,Rural,Nuclear,597080
Uttar Pradesh,SC,Muslim,22,19,11,18,118571,91,Business,Love,Rural,Nuclear,536094
Maharashtra,OBC,Muslim,22,20,13,15,103518,8947,Farmer,Love,Urban,Nuclear,472587
Haryana,SC,Sikh,29,26,20,15,35401,56526,Business,Love,Urban,Joint,227262
Karnataka,General,Hindu,27,28,17,14,84948,52798,Govt Job,Love,Rural,Joint,711072
Karnataka,General,Sikh,35,28,15,12,129711,47969,Business,Love,Rural,Joint,893189
Maharashtra,General,Sikh,31,24,15,19,65581,14324,Business,Arranged,Urban,Nuclear,1038853
Maharashtra,SC,Christian,23,29,15,18,12481,59814,Farmer,Love,Rural,Nuclear,28406
Haryana,ST,Hindu,26,19,10,13,118667,50339,Private Job,Arranged,Rural,Nuclear,1049807
Tamil Nadu,OBC,Muslim,21,19,16,20,109689,9720,Farmer,Arranged,Urban,Joint,1083344
Gujarat,General,Muslim,32,29,17,18,99787,50019,Business,Arranged,Urban,Joint,1711554
Gujarat,SC,Christian,22,21,19,15,87827,58970,Govt Job,Love,Rural,Nuclear,431980
Bihar,OBC,Hindu,34,20,18,11,40238,30790,Private Job,Arranged,Urban,Nuclear,391127
Maharashtra,SC,Sikh,30,27,13,16,107514,78387,Govt Job,Arranged,Rural,Joint,1364636
Bihar,General,Christian,21,26,20,14,25805,57446,Farmer,Love,Rural,Nuclear,136219
Karnataka,ST,Hindu,29,20,14,10,95327,25976,Unemployed,Love,Urban,Nuclear,127364
Uttar Pradesh,General,Christian,28,24,10,12,54578,63945,Business,Love,Rural,Joint,357161
Gujarat,ST,Hindu,31,29,18,8,34979,16153,Business,Arranged,Rural,Joint,271335
Maharashtra,OBC,Sikh,28,18,19,8,83820,45933,Farmer,Love,Urban,Nuclear,387889
Karnataka,ST,Sikh,32,24,20,16,49940,7798,Private Job,Arranged,Rural,Nuclear,334857
Bihar,ST,Christian,22,18,14,19,91821,4046,Farmer,Love,Rural,Nuclear,304026
Tamil Nadu,OBC,Sikh,25,22,20,14,134438,46548,Private Job,Love,Rural,Nuclear,667964
Rajasthan,General,Sikh,23,23,13,8,48931,49445,Farmer,Arranged,Rural,Nuclear,568440
Tamil Nadu,ST,Muslim,33,24,16,16,131783,26560,Business,Arranged,Rural,Nuclear,1148802
Bihar,SC,Christian,26,25,12,12,17830,33139,Private Job,Love,Rural,Nuclear,-43672
Kerala,OBC,Sikh,22,21,15,14,115955,3814,Business,Love,Urban,Joint,722313
Rajasthan,SC,Sikh,30,26,15,17,34647,37856,Unemployed,Love,Rural,Nuclear,1988
Kerala,ST,Christian,28,29,19,18,121603,55751,Govt Job,Love,Urban,Joint,681802
Gujarat,ST,Muslim,25,22,10,20,64581,2563,Unemployed,Love,Urban,Joint,114287
Gujarat,General,Christian,25,23,16,19,42295,11730,Private Job,Love,Urban,Nuclear,239414
Haryana,OBC,Christian,22,22,16,18,48205,56475,Business,Love,Urban,Joint,219858
Haryana,ST,Muslim,32,30,18,20,72621,34679,Private Job,Love,Urban,Nuclear,184108
Gujarat,SC,Sikh,29,22,12,20,96072,17499,Farmer,Love,Urban,Joint,338334
Uttar Pradesh,SC,Muslim,35,24,20,9,10033,39102,Business,Arranged,Urban,Joint,125203
Bihar,SC,Muslim,25,24,16,16,104883,15204,Private Job,Love,Rural,Nuclear,349241
Uttar Pradesh,ST,Muslim,26,19,13,16,148448,5132,Farmer,Love,Rural,Nuclear,402331
Kerala,ST,Hindu,29,24,14,17,72863,10318,Business,Arranged,Urban,Nuclear,877453
Tamil Nadu,OBC,Sikh,32,28,14,17,49622,57351,Farmer,Love,Rural,Nuclear,185450
Bihar,OBC,Sikh,28,26,19,19,130860,58832,Business,Arranged,Urban,Nuclear,1874766
Bihar,SC,Hindu,31,28,12,14,13806,24491,Business,Arranged,Urban,Nuclear,162186
Maharashtra,ST,Sikh,30,20,15,16,89990,54380,Govt Job,Arranged,Urban,Joint,1064500
Tamil Nadu,OBC,Muslim,24,22,19,18,34928,43727,Govt Job,Love,Rural,Nuclear,125556
Kerala,General,Hindu,21,29,17,13,77678,13270,Business,Love,Rural,Nuclear,664285
Maharashtra,General,Sikh,32,19,18,16,108633,26943,Private Job,Arranged,Rural,Joint,1406488
Karnataka,OBC,Hindu,27,25,13,19,46195,77268,Private Job,Love,Rural,Nuclear,231596
Gujarat,ST,Christian,22,24,20,11,92207,22303,Business,Love,Rural,Joint,302764
Gujarat,OBC,Christian,23,30,11,18,66487,54663,Business,Love,Rural,Joint,377857
Haryana,OBC,Sikh,21,20,20,9,73234,67686,Private Job,Arranged,Rural,Nuclear,1002259
